Running for 2500.0 seconds (5000 samples at 0.5 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:11:31   9.2   0.0   0.8  90.0   0.0    2  13992   9560    6    4    7  53.11 
10:11:31   8.8   0.0   0.8  90.3   0.1    3  12550   8940    0    0    0  52.80 
10:11:32   9.4   0.0   0.8  89.8   0.0    3  15050   8526    1    0    0  54.37 
10:11:32   4.0   0.0   0.9  95.1   0.0    2  13250   4938    0    0    0  35.70 
10:11:33   3.5   0.0   1.4  95.1   0.0    2  14358   4916    6    4    6  33.06 
10:11:33   5.3   0.0   1.6  93.0   0.0    2  13760   4948    0    0    0  22.26 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:11:34   5.3   0.0   1.5  93.1   0.0    1  21284   6814    4    0    2  33.33 
10:11:34   9.6   0.1   2.0  88.2   0.0    1  27748   9052   20    7   19  51.71 
10:11:35   5.5   0.0   1.0  93.5   0.0    1  18312   5662    6    4    6  40.56 
10:11:35   3.4   0.0   0.4  96.2   0.0    1  17294   5530    1    0    0  35.27 
10:11:36   6.0   0.0   0.8  93.3   0.0    1  19216   5966    0    0    0  27.92 
10:11:36   6.1   0.0   1.0  92.9   0.0    1  16940   5648    1    0    0  25.12 
10:11:37   4.3   0.0   1.0  94.7   0.0    2  19192   6142    6    4    7  40.18 
10:11:37   7.3   0.0   1.0  91.7   0.0    1  17940   6554    0    0    0  47.27 
10:11:38   4.8   0.0   1.1  94.1   0.0    1  16420   5286    0    0    0  39.48 
10:11:38   4.9   0.0   1.0  93.9   0.1    3  17968   6088    0    0    0  35.14 
10:11:39   6.4   0.0   1.0  92.6   0.0    2  19854   6096    6    4    8  44.22 
10:11:39   6.5   0.0   1.4  92.1   0.0    2  24752   7420   19    7   20  37.14 
10:11:40   4.2   0.0   1.1  94.7   0.0    1  18422   5808    0    0    0  38.09 
10:11:40   6.6   0.0   1.3  92.1   0.0    8  13724   4956    0    0    0  19.87 
10:11:41   8.4   0.0   1.7  90.0   0.0   23  17642   6068    6    4    6  19.60 
10:11:41   6.9   0.0   1.8  91.3   0.0    2  15878   6142    1    0    0  15.81 
10:11:42   8.6   0.0   1.5  89.9   0.0    5  15586   5682    0    0    1  15.94 
10:11:42   7.0   0.0   1.8  91.3   0.0    2  21474   5948    1    0    0  30.47 
10:11:43   3.7   0.0   0.5  95.8   0.0    1  20810   6016    6    4    6  35.74 
10:11:43   3.7   0.0   0.6  95.7   0.0    1  19734   5658    0    0    0  36.08 
10:11:44   3.8   0.0   0.6  95.6   0.0    1  21300   6042    2    0    1  36.30 
10:11:44   9.2   0.0   2.1  88.6   0.0    1  29014  10986   20    7   19  49.47 
10:11:45   4.2   0.0   0.8  95.1   0.0    1  19726   5852    6    4    6  36.46 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:11:45   4.7   0.0   0.9  94.4   0.0    1  15214   5258    0    0    0  27.90 
10:11:46   5.0   0.0   1.0  93.8   0.1    1  20734   6230    0    0    2  39.65 
10:11:46   3.3   0.0   0.8  95.9   0.0    2  15364   5184    0    0    0  35.87 
10:11:47   4.7   0.0   0.9  94.4   0.0    2  15708   5598    6    4    6  28.14 
10:11:47   8.2   0.0   1.5  90.3   0.0    1  18574   5692    0    0    0  25.59 
10:11:48   5.4   0.0   1.0  93.6   0.0    1  24970   6288    1    0    0  38.65 
10:11:48   9.2   0.0   1.0  89.4   0.4    2  20334   6136    0    0    0  52.15 
10:11:49   9.8   0.0   0.4  89.8   0.0    2  18264   5814    7    4    7  55.10 
10:11:49   6.2   0.0   1.1  92.7   0.0    1  23032   6728   20    7   20  45.32 
10:11:50   2.9   0.0   0.6  96.5   0.0    1  17626   5274    1    0    0  34.10 
10:11:50   3.5   0.0   0.8  95.7   0.0    2  17790   5276    0    0    0  34.34 
10:11:51   5.5   0.0   1.3  93.3   0.0    4  16522   5506    6    4    7  26.46 
10:11:51   7.1   0.0   1.3  91.6   0.0    2  15502   5280    0    0    0  17.31 
10:11:52   8.4   0.0   1.3  90.3   0.0    2  18504   6090    0    0    0  16.71 
10:11:52   7.0   0.0   2.0  91.0   0.0    2  15974   5456    0    0    0  16.70 
10:11:53   3.7   0.0   1.0  95.3   0.0    1  19140   5858    6    4    6  37.45 
10:11:53   3.0   0.0   0.8  96.2   0.0    1  16274   5378    0    0    0  32.30 
10:11:54   3.2   0.0   1.3  95.6   0.0    2  15578   5142    1    0    1  29.91 
10:11:54   5.4   0.0   1.8  92.9   0.0    1  18940   6574   16    3    2  39.66 
10:11:55   3.3   0.0   1.5  95.2   0.0    1  16472   5744   10    8   24  35.58 
10:11:55   4.3   0.0   1.4  94.2   0.1    1  15178   4878    0    0    0  34.78 
10:11:56   5.6   0.0   1.4  93.0   0.0    1  16112   5610    1    0    1  24.36 
10:11:56   6.7   0.0   1.1  92.2   0.0    3  12612   4722    0    0    0  18.99 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:11:57   7.3   0.0   1.4  91.3   0.0    1  16284   5576    6    4    8  22.55 
10:11:57   6.8   0.0   1.1  92.1   0.0    6  12412   4612    0    0    1  13.95 
10:11:58   4.1   0.0   1.4  94.6   0.0    1  13972   4774    0    0    1  27.42 
10:11:58   6.5   0.0   1.5  92.0   0.0    2  13174   4762    0    0    0  16.60 
10:11:59   8.6   0.0   2.6  88.8   0.0    5  16764   6074    6    4    7  23.91 
10:11:59  82.1   0.0   9.4   8.4   0.1   30  16936  12612   35   32    0 130.97 
10:12:00  81.6   0.0   7.4  11.0   0.0    5  20900  15348   46   15   44 118.28 
10:12:00   9.5   0.0   3.9  86.5   0.1    2  27466  42526   88   14  103  64.61 
10:12:01   6.0   0.0   3.4  90.3   0.3    3  25632  17312   45    9   67  48.24 
10:12:01   6.0   0.0   1.5  92.5   0.0    3  13598   4778    3    0    0  19.18 
10:12:02  30.7   0.0   6.6  62.4   0.4   26  22870   8980   36   32    1  73.29 
10:12:02  93.4   0.0   6.6   0.0   0.0   29  10776  11478    0    0    0 116.71 
10:12:03  57.5   0.0   5.6  36.8   0.0    5  21206  10718   51   24   61 100.49 
10:12:03   9.4   0.0   1.9  88.5   0.1    5  21430   8234   48   26   39  60.64 
10:12:04  10.4   0.0   3.2  86.1   0.4    2  28308   9826    9   10   39  62.99 
10:12:04  14.6   0.0   2.4  83.0   0.0    4  50060   9554   72    6   37  71.00 
10:12:05   9.7   0.0   2.6  87.4   0.4    1  46522   9530   63   16   98  61.46 
10:12:05   2.2   0.0   0.5  97.3   0.0    1  16812   5358    0    0    0  32.84 
10:12:06   7.0   0.0   0.6  92.4   0.0    1  21996   7408    0    0    0  42.48 
10:12:06   2.9   0.0   0.6  96.5   0.0    1  16586   5372    0    0    0  32.73 
10:12:07   3.4   0.0   1.4  95.2   0.0    2  18326   5630    7    4    8  35.18 
10:12:07   8.6   0.0   0.6  90.4   0.4    2  14076   5082    2    0    1  50.95 
10:12:08  10.1   0.0   1.5  88.4   0.0    3  16824   5604    1    0    1  59.01 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:12:08   8.1   0.0   1.0  90.1   0.8    2  16630   5790    0    0    0  52.05 
10:12:09  10.3   0.0   1.7  88.0   0.0    3  16928   7120    6    4    6  60.04 
10:12:09   9.4   0.0   1.1  89.4   0.0    3  14554   5808    1    0    1  57.90 
10:12:10  10.0   0.0   1.8  88.2   0.0    3  17232   6624   16    3    2  58.72 
10:12:10  11.7   0.0   1.3  86.9   0.1    2  19412   6482    6    4   18  63.59 
10:12:11  12.8   0.0   1.1  86.1   0.0    3  19732   6802    6    4    6  65.78 
10:12:11   6.3   0.0   0.4  93.3   0.0    1  18092   5540    0    0    0  45.40 
10:12:12   5.0   0.0   0.8  94.3   0.0    3  16198   5362    0    0    1  32.31 
10:12:12   5.5   0.0   0.8  93.7   0.0    3  15328   5128    0    0    0  23.10 
10:12:13   3.0   0.0   1.0  95.9   0.0    1  16064   5178    6    4    8  31.93 
10:12:13   5.3   0.0   0.8  94.0   0.0    2  11782   4194    0    0    0  20.92 
10:12:14   7.7   0.0   1.4  90.9   0.0    2  15478   7710    0    0    0  44.39 
10:12:14   7.8   0.0   1.6  90.5   0.0    2  15498   5870    0    0    0  29.98 
10:12:15   6.5   0.0   1.8  91.7   0.0    1  14642   5458    7    4    6  25.34 
10:12:15   3.8   0.0   1.5  94.7   0.0    1  17938   5714   20    7   20  37.28 
10:12:16   3.5   0.0   1.8  94.7   0.0    2  14152   4828    0    0    0  31.53 
10:12:16   3.2   0.0   1.3  95.6   0.0    2  13184   4486    0    0    0  32.54 
10:12:17   2.9   0.0   1.3  95.8   0.0    1  16756   5158    6    4    6  36.55 
10:12:17   2.8   0.0   0.6  96.6   0.0    2  17688   5490    0    0    0  34.52 
10:12:18   2.3   0.0   1.0  96.6   0.1    2  18598   5654    0    0    1  35.95 
10:12:18   4.1   0.0   0.8  95.2   0.0    2  18442   6246    0    0    0  36.75 
10:12:19   3.8   0.0   0.9  95.3   0.0    1  18704   5700    7    4    7  38.25 
10:12:19   3.2   0.0   1.4  95.4   0.0    3  15212   4878    0    0    0  33.12 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:12:20   6.0   0.0   2.2  91.9   0.0    1  18584   5812    3    0    0  31.90 
10:12:20   3.4   0.0   1.0  95.6   0.0    1  18106   6194   20    7   20  36.14 
10:12:21   5.0   0.0   1.3  93.8   0.0    3  13902   5162    6    4    6  24.76 
10:12:21   5.7   0.0   0.8  93.5   0.0    2  13894   4892    0    0    0  20.95 
10:12:22   4.8   0.0   1.1  94.1   0.0    1  14418   4958    0    0    0  26.16 
10:12:22   6.3   0.0   1.0  92.6   0.0    2  12658   4886    0    0    2  17.39 
10:12:23   5.7   0.0   1.7  92.6   0.0    3  14818   5222    6    4    6  25.27 
10:12:23   5.9   0.0   2.0  92.0   0.0    1  13368   4836    0    0    0  23.24 
10:12:24   3.2   0.0   1.0  95.8   0.0    1  15432   5210    1    0    2  33.87 
10:12:24   7.7   0.0   1.5  90.3   0.5    5  26884   8356    3    1    1  44.42 
10:12:25   6.8   0.0   1.5  91.5   0.1    2  20586   8484    6    4    6  35.20 
10:12:25   3.3   0.1   1.1  94.8   0.6    2  22498   7290   19    7   19  38.26 
10:12:26   3.6   0.0   1.5  94.9   0.0    1  15618   5346    3    0    0  30.67 
10:12:26   6.6   0.0   1.5  91.8   0.0    1  13944   5526    0    0    1  16.35 
10:12:27   7.0   0.0   2.3  90.8   0.0   10  14560   5368    6    4    6  21.49 
10:12:27   6.0   0.0   1.9  92.1   0.0    1  13478   5152    0    0    0  22.96 
10:12:28   7.4   0.0   2.1  90.5   0.0    3  13482   5236    0    0    1  20.30 
10:12:28   6.2   0.0   1.9  91.9   0.0    1  12208   4712    0    0    0  21.02 
10:12:29   5.5   0.0   1.8  92.7   0.0    1  14724   5356    6    4    7  24.13 
10:12:29   3.2   0.0   1.3  95.6   0.0    3  13522   4890    0    0    0  35.43 
10:12:30   7.7   0.0   2.3  90.0   0.0    1  15744   5912    0    0    0  29.21 
10:12:30   5.2   0.0   1.8  93.0   0.0    1  17294   6142   19    7   19  30.07 
10:12:31   3.2   0.0   1.0  95.8   0.0    2  14010   4988    7    4    7  32.49 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:12:31   7.9   0.0   1.3  90.9   0.0    3  12820   4892    0    0    1  17.23 
10:12:32   5.5   0.0   1.5  93.0   0.0    4  15484   5366    0    0    0  26.97 
10:12:32   3.6   0.0   1.1  95.3   0.0    3  12552   4510    0    0    0  30.02 
10:12:33   3.9   0.0   1.5  94.6   0.0    3  14880   5074    6    4    6  31.49 
10:12:33   5.8   0.0   1.1  93.0   0.0    1  12218   4336    0    0    0  16.67 
10:12:34   6.7   0.0   1.8  91.5   0.0    1  13912   4862    1    0    0  19.17 
10:12:34   4.8   0.0   1.3  93.9   0.0   10  15160   5110    0    0    0  25.84 
10:12:35   7.8   0.0   2.3  90.0   0.0    2  18392   6306    6    4    6  32.53 
10:12:35   6.7   0.1   1.3  91.9   0.0    3  16576   5778   19    7   14  26.03 
10:12:36   3.0   0.0   1.8  95.1   0.1    1  15650   5230    1    0    7  34.61 
10:12:36   2.8   0.0   1.0  96.2   0.0    1  12148   4288    0    0    0  30.89 
10:12:37   3.2   0.0   2.0  94.8   0.0    1  15016   4994    7    4    6  37.75 
10:12:37   1.9   0.0   1.3  96.8   0.0    1  12150   4098    0    0    0  30.93 
10:12:38   3.2   0.0   1.4  95.4   0.0    1  15588   5008    1    0    0  35.13 
10:12:38   2.2   0.0   1.0  96.8   0.0    1  13052   4336    0    0    0  31.94 
10:12:39   2.7   0.0   1.5  95.8   0.0    3  15446   5198    7    4    7  37.16 
10:12:39   2.7   0.0   1.1  96.2   0.0    2  12616   4474    0    0    0  32.93 
10:12:40   6.1   0.0   1.7  92.2   0.0    2  14028   4998    0    0    3  20.36 
10:12:40   5.2   0.0   1.9  92.9   0.0    2  13398   4842    0    0    0  19.21 
10:12:41   4.0   0.0   1.8  94.2   0.0    2  21346   6580   26   11   25  41.72 
10:12:41   5.6   0.0   1.5  92.9   0.0    2  14112   4688    0    0    0  24.33 
10:12:42   3.1   0.0   1.4  95.4   0.1    1  17390   7132    0    0    0  37.48 
10:12:42   3.8   0.0   1.1  95.1   0.0    2  13770   4756    0    0    0  26.87 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:12:43   3.7   0.0   1.4  94.9   0.0    4  16832   5370    6    4    6  33.17 
10:12:43   5.9   0.0   1.4  92.7   0.0    1  14898   5002    0    0    2  21.40 
10:12:44   2.9   0.0   0.8  96.3   0.0    2  19850   5798    0    0    0  34.70 
10:12:44   2.9   0.0   0.5  96.6   0.0    1  19028   5742    1    0    0  34.15 
10:12:45   4.5   0.0   1.0  94.5   0.0    2  19374   7420    6    4    6  42.44 
10:12:45   2.0   0.0   0.8  97.2   0.0    1  12960   4410    0    0    0  30.25 
10:12:46   4.9   0.0   2.0  93.0   0.0    1  20294   6582   19    7   20  40.09 
10:12:46   2.8   0.0   0.6  96.6   0.0    1  14962   4870    0    0    0  32.65 
10:12:47   2.2   0.0   0.6  97.2   0.0    1  15838   5128    6    4    6  33.00 
10:12:47   2.3   0.0   0.6  97.1   0.0    1  13140   4494    0    0    0  30.58 
10:12:48   2.5   0.0   1.4  96.1   0.0    1  14436   4754    0    0    0  33.30 
10:12:48   2.2   0.0   1.0  96.8   0.0    1  12682   4324    0    0    0  31.90 
10:12:49   2.8   0.0   1.4  95.8   0.0    3  13828   4534    6    4    6  31.06 
10:12:49   8.2   0.0   1.4  90.4   0.0    2  14222   6116    1    0    1  25.64 
10:12:50   3.2   0.0   1.1  95.5   0.1    1  16006   5032    2    0    3  37.02 
10:12:50   2.0   0.0   1.1  96.8   0.0    1  12982   4452    1    0    1  32.25 
10:12:51   3.6   0.0   1.5  94.9   0.0    1  18698   6224   25   11   25  39.93 
10:12:51   5.2   0.0   1.3  93.1   0.4    1  23770   7474    2    1    1  42.01 
10:12:52   5.5   0.0   1.1  92.6   0.8    6  29660   7990    2    2    2  45.61 
10:12:52   3.7   0.0   0.6  94.4   1.3    3  27968   8336    1    1    1  35.32 
10:12:53  31.3   0.0   5.7  62.9   0.1   18  18196   9186   42   36    6  65.35 
10:12:53  93.1   0.0   6.9   0.0   0.0   32  13744  12486    0    0    0 120.67 
10:12:54  53.8   0.0   4.3  41.8   0.1    1  16370  10312    0    0   35  88.11 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:12:54   2.8   0.0   0.8  96.4   0.0    1  14464   5134    0    0    1  31.84 
10:12:55   4.1   0.0   0.8  95.2   0.0    2  15402   5720    7    4    6  37.63 
10:12:55   8.1   0.0   1.4  90.4   0.1    3  12862   4786    0    0    0  51.01 
10:12:56  10.7   0.0   1.9  87.4   0.0    2  19734   7628   19    7   19  59.87 
10:12:56   8.5   0.0   0.8  90.4   0.3    2  16146   7176    0    0    0  54.29 
10:12:57   9.9   0.0   1.3  88.8   0.0    3  19094   9882    6    4    7  59.36 
10:12:57   5.9   0.0   0.3  93.8   0.0    2  13960   5190    0    0    0  30.74 
10:12:58   6.7   0.0   1.4  91.9   0.0    2  17226   5778    0    0    0  20.32 
10:12:58   4.6   0.0   0.9  94.4   0.1    1  16882   5492    1    0    0  28.56 
10:12:59   5.6   0.0   1.8  92.6   0.0    8  16246   5384    7    4    6  24.91 
10:12:59   4.3   0.0   1.3  94.4   0.0    1  16258   5372    1    0    2  33.12 
10:13:00   4.8   0.0   0.9  94.3   0.0    2  15158   5360    0    0    0  24.85 
10:13:00   5.6   0.0   1.1  93.3   0.0    2  13706   4772    0    0    0  22.23 
10:13:01   8.2   0.0   1.9  89.9   0.0    2  17862   6722   25   11   27  23.56 
10:13:01   6.4   0.0   1.0  92.6   0.0    1  14368   5298    0    0    0  20.62 
10:13:02   6.5   0.0   1.6  91.8   0.0    4  14186   5086    0    0    1  21.53 
10:13:02   5.1   0.0   1.3  93.6   0.0    2  13216   4666    0    0    0  23.32 
10:13:03   6.9   0.0   1.4  91.7   0.0    2  16094   5582    6    4    6  28.89 
10:13:03   7.6   0.0   2.0  90.4   0.0    2  13662   4922    0    0    1  21.27 
10:13:04   8.7   0.0   1.1  90.2   0.0    2  20158  11036    1    0    1  48.40 
10:13:04   5.7   0.0   2.2  92.1   0.0    2  15118   5196    1    0    0  22.10 
10:13:05   6.1   0.0   1.1  92.8   0.0    1  15368   5402    6    4    6  29.33 
10:13:05   3.7   0.0   1.0  95.3   0.0    2  12900   4404    0    0    0  28.59 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:13:06   5.3   0.0   1.4  93.2   0.1    1  13818   4996    0    0    0  27.06 
10:13:06   4.5   0.0   2.0  93.4   0.0    1  18348   6186   19    7   19  32.01 
10:13:07   4.9   0.0   1.2  94.0   0.0    1  18068   6360    6    4    6  33.54 
10:13:07   6.6   0.0   1.5  91.9   0.0    2  14412   5064    0    0    0  20.56 
10:13:08   4.9   0.0   1.9  93.2   0.0    1  15176   6014    0    0    0  29.15 
10:13:08   5.8   0.0   1.5  92.7   0.0    1  13304   4614    0    0    0  18.68 
10:13:09   7.0   0.0   1.4  91.7   0.0    1  13708   5634    6    4    6  19.14 
10:13:09   4.2   0.0   1.4  94.4   0.0    2  13780   4780    1    0    0  29.07 
10:13:10   2.5   0.0   1.4  96.1   0.0    2  14020   4838    0    0    1  34.98 
10:13:10   5.9   0.0   1.5  92.4   0.1    3  12900   4624    0    0    0  20.67 
10:13:11   4.1   0.0   1.1  94.8   0.0    2  13460   4772    6    4    7  26.68 
10:13:11   6.5   0.0   1.6  91.8   0.0    3  17260   6078   19    7   19  28.92 
10:13:12   7.1   0.0   1.5  91.4   0.0    5  12856   5024    0    0    0  16.50 
10:13:12   4.8   0.0   1.6  93.4   0.1    4  14552   5164    0    0    0  29.16 
10:13:13   5.8   0.0   1.9  92.3   0.0    2  13084   5018    6    4    7  19.29 
10:13:13   6.9   0.0   1.5  91.6   0.0    1  12330   4650    0    0    0  17.41 
10:13:14   7.5   0.0   1.0  91.5   0.0    4  14900   5204    1    0    0  25.21 
10:13:14   3.8   0.0   1.5  94.7   0.0    2  14216   4834    1    0    2  29.36 
10:13:15   7.6   0.0   1.5  90.9   0.0    2  15946   5592    9    4    6  29.11 
10:13:15   6.3   0.0   1.4  92.3   0.0    1  12620   4556    0    0    1  17.82 
10:13:16   5.7   0.0   1.1  93.1   0.0    1  13572   4900    0    0    0  22.55 
10:13:16   4.9   0.0   1.9  93.0   0.1    1  17388   6136   19    7   20  29.35 
10:13:17   2.4   0.0   1.3  96.3   0.0    2  13418   4852    6    4    6  33.50 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:13:17   2.9   0.0   2.0  95.1   0.0    1  13500   4670    0    0    1  34.85 
10:13:18   2.0   0.0   1.1  96.8   0.0    1  12596   4500    0    0    0  32.60 
10:13:18   2.3   0.0   1.0  96.7   0.0    1  12594   4178    0    0    0  31.59 
10:13:19   5.5   0.0   1.3  93.3   0.0    1  15144   5296    6    4    8  22.99 
10:13:19   6.1   0.0   1.8  92.1   0.0    1  19624   5958    0    0    0  28.90 
10:13:20   2.2   0.0   0.6  97.2   0.0    1  17362   5414    0    0    0  32.80 
10:13:20   4.2   0.0   1.4  94.4   0.0    1  14414   4792    0    0    0  25.34 
10:13:21   3.8   0.0   0.6  95.6   0.0    1  18970   5752    7    4    6  36.05 
10:13:21   5.4   0.0   1.4  93.2   0.0    1  23436   7774   19    7   19  40.28 
10:13:22   3.2   0.0   0.9  96.0   0.0    1  18560   5780    0    0    0  34.58 
10:13:22   3.8   0.0   1.3  94.9   0.0    6  18438   5754    0    0    0  37.25 
10:13:23   4.2   0.0   0.6  95.2   0.0    2  19522   6136    6    4    7  37.65 
10:13:23   6.5   0.0   1.3  92.2   0.0    5  13284   4756    0    0    0  15.74 
10:13:24   8.5   0.0   0.8  90.7   0.0    1  14098   5870    0    0    0  20.90 
10:13:24   8.8   0.0   1.8  89.4   0.0    1  15432   5344    0    0    0  18.50 
10:13:25   7.5   0.0   1.9  90.5   0.1    1  17210   5688    8    4    6  31.88 
10:13:25   7.0   0.0   1.1  91.9   0.0    1  12904   4672    0    0    1  15.77 
10:13:26   5.3   0.0   1.6  93.0   0.0    2  14622   5158    1    0    0  23.00 
10:13:26   7.5   0.0   1.4  91.1   0.0    4  16724   5652   15    3    2  25.66 
10:13:27   3.9   0.0   2.5  93.6   0.0    3  18140   6104   10    8   23  39.12 
10:13:27   3.3   0.0   1.0  95.7   0.0    1  18988   5444    0    0    0  35.78 
10:13:28   2.5   0.0   0.8  96.7   0.0    1  13062   4796    0    0    0  27.57 
10:13:28   6.9   0.0   1.3  91.8   0.0    4  13426   4762    0    0    0  17.25 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:13:29   7.8   0.0   0.9  91.3   0.0    2  13216   5058    6    4    6  16.95 
10:13:29   6.7   0.0   1.6  91.7   0.0    1  14090   4996    0    0    0  19.12 
10:13:30   7.0   0.0   1.5  91.5   0.0    3  14056   5136    0    0    1  20.21 
10:13:30   5.1   0.0   1.8  93.1   0.0    2  13504   4664    0    0    2  25.05 
10:13:31   6.7   0.0   1.6  91.7   0.0    2  13262   5002    6    4    7  20.15 
10:13:31   7.2   0.0   1.8  91.1   0.0    5  12610   4838    0    0    0  17.62 
10:13:32   5.8   0.0   2.5  91.7   0.0    2  18600   6444   19    7   19  30.25 
10:13:32   7.3   0.0   1.6  91.1   0.0    2  13160   4798    0    0    0  17.30 
10:13:33   7.4   0.0   2.1  90.5   0.0    1  13816   5416    6    4    6  22.90 
10:13:33   8.4   0.0   1.1  90.2   0.3    5  14216   5194    0    0    0  48.11 
10:13:34   9.4   0.0   1.4  89.2   0.0    2  12722   6306    0    0    0  56.10 
10:13:34   5.7   0.0   1.1  93.1   0.0    1  14038   4910    1    0    0  28.45 
10:13:35   7.4   0.0   1.8  90.9   0.0    3  14874   5486    7    4    6  24.74 
10:13:35   6.1   0.0   1.9  92.0   0.0    1  13788   4882    0    0    0  22.76 
10:13:36   4.8   0.0   1.5  93.7   0.0    2  15660   5386    0    0    0  34.07 
10:13:36   2.2   0.0   1.0  96.8   0.0    2  13340   4344    0    0    1  31.89 
10:13:37   4.4   0.1   1.8  93.6   0.1    3  20092   6690   26   11   27  40.54 
10:13:37   3.4   0.0   1.6  94.9   0.0    1  17530   5360    3    0    0  36.60 
10:13:38   4.3   0.0   0.8  94.9   0.0    1  14914   5092    1    0    1  26.05 
10:13:38   6.7   0.0   1.1  92.1   0.0    3  17104   5510    0    0    0  22.96 
10:13:39   5.5   0.0   1.4  93.1   0.0    2  16148   5714    8    4    6  29.71 
10:13:39   3.4   0.0   0.5  95.9   0.1    1  15098   5972    0    0    1  30.39 
10:13:40   5.3   0.0   1.3  93.5   0.0    1  13842   5102    0    0    0  24.81 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:13:40   8.2   0.0   0.9  90.9   0.0    3  13144   4708    0    0    1  14.67 
10:13:41   7.3   0.0   1.1  91.5   0.0    1  18006   5814    6    4    6  22.11 
10:13:41   6.8   0.0   1.3  92.0   0.0    1  17002   5580    0    0    0  21.28 
10:13:42   4.1   0.0   1.4  94.6   0.0    2  22754   7242   19    7   20  38.21 
10:13:42   2.4   0.0   0.9  96.7   0.0    5  16464   5534    0    0    0  33.59 
10:13:43   6.1   0.0   1.3  92.6   0.0    2  17470   5924    6    4    7  20.94 
10:13:43   1.9   0.0   1.0  97.1   0.0    5  14816   4716    0    0    0  30.25 
10:13:44   6.1   0.0   1.3  92.7   0.0    2  20748   6674    0    0    0  44.77 
10:13:44   5.9   0.0   1.1  93.0   0.0    2  19614   5664    0    0    0  41.24 
10:13:45   6.5   0.0   1.0  92.5   0.0    3  14064   5104    6    4    6  21.50 
10:13:45   8.4   0.0   1.3  90.4   0.0    1  19304   5778    0    0    0  20.43 
10:13:46   9.0   0.0   1.6  89.4   0.0    2  16302   5738    0    0    0  16.58 
10:13:46   6.8   0.0   1.5  91.7   0.0    1  15778   5340    1    0    0  15.93 
10:13:47   7.5   0.0   2.5  90.0   0.0    1  24380   7544   26   11   26  37.67 
10:13:47   4.2   0.0   1.5  94.3   0.0    3  15164   4904    0    0    0  27.29 
10:13:48   9.1   0.0   1.8  89.1   0.0    1  18226   6196    0    0    0  24.29 
10:13:48   2.7   0.0   0.8  96.6   0.0    1  17062   5236    0    0    0  31.84 
10:13:49   7.1   0.0   1.5  91.4   0.0    2  17016   5698    6    4    6  23.06 
10:13:49   5.5   0.0   1.1  93.4   0.0    2  19010   5642    1    0    0  29.28 
10:13:50   5.7   0.0   1.1  93.1   0.1    1  15090   5208    0    0    0  24.34 
10:13:50   7.2   0.0   0.8  92.0   0.0    1  13592   4932    1    0    1  20.55 
10:13:51   6.4   0.0   0.9  92.7   0.0    2  15858   5932    6    4    7  26.79 
10:13:51   5.8   0.0   1.1  93.0   0.0    4  15462   5258    0    0    0  21.58 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:13:52   7.8   0.0   1.7  90.5   0.0    2  20052   6502   15    3    3  21.85 
10:13:52   3.0   0.0   1.5  95.4   0.0    4  21060   6446    4    4   17  33.43 
10:13:53   8.3   0.0   2.2  89.5   0.0    3  17780   6260    6    4    6  16.87 
10:13:53   7.0   0.0   1.1  91.9   0.0    2  13130   4874    0    0    0  15.56 
10:13:54   6.5   0.0   1.5  91.9   0.0    2  12904   4868    0    0    0  19.12 
10:13:54   3.6   0.0   0.9  95.5   0.0    3  14490   4792    2    0    0  26.55 
10:13:55   7.6   0.0   1.3  91.1   0.0    1  14230   5324    6    4    8  17.93 
10:13:55  13.8   0.0   1.8  84.5   0.0    3  24468   8266    1    0    0  45.54 
10:13:56  14.7   0.0   2.1  83.2   0.0    3  30450   8218    1    0    0  57.56 
10:13:56   4.4   0.0   0.8  94.8   0.0    1  15508   5216    0    0    0  29.34 
10:13:57   3.2   0.0   0.9  95.9   0.0    1  19884   6054    6    4    6  37.61 
10:13:57   3.8   0.0   1.1  95.1   0.0    2  23332   7056   19    7   19  38.82 
